(-20.40, -9.04, 0.00)
(-20.24, -9.04, 0.00)
(-20.08, -9.04, 0.00)
(-19.92, -9.04, 0.00)
(-19.76, -9.04, 0.00)
(-19.60, -9.04, 0.00)
(-22.64, -7.44, 0.00)
(-22.64, -7.28, 0.00)
(-22.48, -7.44, 0.00)
(-22.48, -7.28, 0.00)
(-22.32, -7.44, 0.00)
(-22.32, -7.28, 0.00)
(-22.16, -7.44, 0.00)
(-22.16, -7.28, 0.00)
(-22.00, -7.44, 0.00)
(-22.00, -7.28, 0.00)
(-21.84, -7.44, 0.00)
(-21.84, -7.28, 0.00)
(-21.68, -7.44, 0.00)
(-21.68, -7.28, 0.00)
(-21.52, -7.44, 0.00)
(-21.52, -7.28, 0.00)
(-21.36, -7.44, 0.00)
(-21.36, -7.28, 0.00)
(-21.20, -7.44, 0.00)
(-21.20, -7.28, 0.00)
(-21.36, -5.84, 0.00)
(-21.36, -5.68, 0.00)
(-21.20, -5.84, 0.00)
(-21.20, -5.68, 0.00)
(-21.04, -5.84, 0.00)
(-21.04, -5.68, 0.00)
(-20.88, -5.84, 0.00)
(-20.88, -5.68, 0.00)
(-20.72, -5.84, 0.00)
(-20.72, -5.68, 0.00)
(-20.56, -5.84, 0.00)
(-20.56, -5.68, 0.00)
(-22.64, -5.84, 0.00)
(-22.64, -5.68, 0.00)
(-22.48, -5.84, 0.00)
(-22.48, -5.68, 0.00)
(-21.68, -3.92, 0.00)
(-21.68, -5.04, 0.00)
(-21.68, -4.88, 0.00)
(-21.68, -4.72, 0.00)
(-21.68, -4.56, 0.00)
(-21.68, -4.40, 0.00)
(-21.68, -4.24, 0.00)
(-21.68, -4.08, 0.00)
(-21.52, -5.04, 0.00)
(-21.52, -4.88, 0.00)
(-21.52, -4.72, 0.00)
(-21.52, -4.56, 0.00)
(-21.52, -4.40, 0.00)
(-21.52, -4.24, 0.00)
(-21.52, -4.08, 0.00)
(-21.52, -3.92, 0.00)
(-20.72, -3.44, 0.00)
(-20.56, -3.44, 0.00)
(-20.40, -3.44, 0.00)
(-20.24, -3.44, 0.00)
(-20.08, -3.44, 0.00)
(-19.92, -3.44, 0.00)
(-19.76, -3.44, 0.00)
(-19.60, -3.44, 0.00)
(-22.80, -3.44, 0.00)
(-22.64, -3.44, 0.00)
(-22.48, -3.44, 0.00)
(-22.32, -3.44, 0.00)
(-22.16, -3.44, 0.00)
(-22.00, -3.44, 0.00)
(-21.84, -3.44, 0.00)
(-21.68, -3.44, 0.00)
(-21.52, -3.44, 0.00)
(-21.52, -3.28, 0.00)
(-21.52, -3.12, 0.00)
(-21.52, -2.96, 0.00)
(-21.52, -2.80, 0.00)
(-21.52, -2.64, 0.00)
(-20.72, -3.28, 0.00)
(-20.72, -3.12, 0.00)
(-20.72, -2.96, 0.00)
(-20.72, -2.80, 0.00)
(-20.72, -2.64, 0.00)
(-22.64, -2.64, 0.00)
(-23.76, -2.32, 0.00)
(-23.60, -2.32, 0.00)
(-23.44, -2.32, 0.00)
(-23.28, -2.32, 0.00)
(-23.12, -2.32, 0.00)
(-22.96, -2.32, 0.00)
(-22.80, -2.32, 0.00)
(-22.48, -2.64, 0.00)
(-22.32, -2.64, 0.00)
(-22.16, -2.64, 0.00)
(-22.00, -2.64, 0.00)
(-21.84, -2.64, 0.00)
(-21.68, -2.64, 0.00)
(-20.56, -2.64, 0.00)
(-20.40, -2.64, 0.00)
(-20.24, -2.64, 0.00)
(-20.08, -2.64, 0.00)
(-19.92, -2.64, 0.00)
(-19.76, -2.64, 0.00)
(-19.60, -2.64, 0.00)
(-19.44, -2.64, 0.00)
(-19.28, -2.64, 0.00)
(-19.12, -2.64, 0.00)
(-18.96, -2.64, 0.00)
(-18.80, -2.64, 0.00)
(-18.64, -2.64, 0.00)
(-18.48, -2.64, 0.00)
(-18.32, -2.64, 0.00)
(-18.16, -2.48, 0.00)
(-18.16, -2.32, 0.00)
(-18.16, -2.16, 0.00)
(-18.16, -2.00, 0.00)
(-18.16, -1.84, 0.00)
(-18.16, -1.68, 0.00)
(-18.16, -1.52, 0.00)
(-18.16, -1.36, 0.00)
(-18.16, -1.20, 0.00)
(-18.16, -1.04, 0.00)
(-18.16, -0.88, 0.00)
(-18.16, -0.72, 0.00)
(-18.16, -0.56, 0.00)
(-18.16, -0.40, 0.00)
(-18.16, -0.24, 0.00)
(-18.16, -0.08, 0.00)
(-18.16, 0.08, 0.00)
(-18.16, 0.24, 0.00)
(-18.16, 0.40, 0.00)
(-18.16, 0.56, 0.00)
(-18.16, 0.72, 0.00)
(-18.16, 0.88, 0.00)
(-18.16, 1.04, 0.00)
(-18.16, 1.20, 0.00)
(-18.16, 1.36, 0.00)
(-18.16, 1.52, 0.00)
(-18.16, 1.68, 0.00)
(-18.16, 1.84, 0.00)
(-18.16, 2.00, 0.00)
(-18.16, 2.16, 0.00)
(-18.16, 2.32, 0.00)
(-18.16, 2.48, 0.00)
(-18.16, 2.64, 0.00)
(-20.40, 2.64, 0.00)
(-20.24, 2.64, 0.00)
(-20.08, 2.64, 0.00)
(-19.92, 2.64, 0.00)
(-19.76, 2.64, 0.00)
(-19.60, 2.64, 0.00)
(-19.44, 2.64, 0.00)
(-19.28, 2.64, 0.00)
(-19.12, 2.64, 0.00)
(-18.96, 2.64, 0.00)
(-18.80, 2.64, 0.00)
(-18.64, 2.64, 0.00)
(-18.48, 2.64, 0.00)
(-18.32, 2.64, 0.00)
(-21.04, 2.48, 0.00)
(-20.88, 2.48, 0.00)
(-20.72, 2.48, 0.00)
(-20.56, 2.48, 0.00)
(-22.00, 0.56, 0.00)
(-22.00, 0.72, 0.00)
(-22.00, 0.88, 0.00)
(-22.00, 1.04, 0.00)
(-22.00, 1.20, 0.00)
(-22.00, 1.36, 0.00)
(-22.00, 1.52, 0.00)
(-22.00, 1.68, 0.00)
(-22.00, 1.84, 0.00)
(-22.00, 2.00, 0.00)
(-22.00, 2.16, 0.00)
(-23.44, 0.56, 0.00)
(-23.28, 0.56, 0.00)
(-23.12, 0.56, 0.00)
(-22.96, 0.56, 0.00)
(-22.80, 0.56, 0.00)
(-22.64, 0.56, 0.00)
(-22.48, 0.56, 0.00)
(-22.32, 0.56, 0.00)
(-22.16, 0.56, 0.00)
(-23.44, 0.72, 0.00)
(-23.44, 0.88, 0.00)
(-23.44, 1.04, 0.00)
(-23.44, 1.20, 0.00)
(-23.44, 1.36, 0.00)
(-23.44, 1.52, 0.00)
(-23.44, 1.68, 0.00)
(-23.44, 1.84, 0.00)
(-23.44, 2.00, 0.00)
(-23.44, 2.16, 0.00)
(-23.28, 2.16, 0.00)
(-23.12, 2.16, 0.00)
(-22.96, 2.16, 0.00)
(-22.80, 2.16, 0.00)
(-22.64, 2.16, 0.00)
(-22.48, 2.16, 0.00)
(-22.32, 2.16, 0.00)
(-22.16, 2.16, 0.00)
(-23.76, -0.72, 0.00)
(-23.76, -0.56, 0.00)
(-23.60, -0.72, 0.00)
(-23.60, -0.56, 0.00)
(-23.44, -0.72, 0.00)
(-23.44, -0.56, 0.00)
(-23.28, -0.72, 0.00)
(-23.28, -0.56, 0.00)
(-22.96, -0.88, 0.00)
(-22.96, -0.72, 0.00)
(-22.80, -0.88, 0.00)
(-22.80, -0.72, 0.00)
(-23.92, -2.16, 0.00)
(-23.92, -2.00, 0.00)
(-23.92, -1.84, 0.00)
(-23.92, -1.68, 0.00)
(-23.92, -1.52, 0.00)
(-23.92, -1.36, 0.00)
(-23.92, -1.20, 0.00)
(-23.92, -1.04, 0.00)
(-23.92, -0.88, 0.00)
(-23.92, -0.72, 0.00)
(-23.92, -0.56, 0.00)
(-23.92, -0.40, 0.00)
(-23.92, -0.24, 0.00)
(-23.92, -0.08, 0.00)
(-23.76, 0.88, 0.00)
(-23.76, 1.04, 0.00)
(-23.76, 1.20, 0.00)
(-23.76, 1.36, 0.00)
(-23.76, 1.52, 0.00)
(-23.76, 1.68, 0.00)
(-23.76, 1.84, 0.00)
(-23.76, 2.00, 0.00)
(-23.76, 2.16, 0.00)
(-23.76, 2.32, 0.00)
(-23.76, 2.48, 0.00)
(-25.84, 0.72, 0.00)
(-25.68, 0.72, 0.00)
(-25.52, 0.72, 0.00)
(-25.36, 0.72, 0.00)
(-25.20, 0.72, 0.00)
(-25.04, 0.72, 0.00)
(-24.88, 0.72, 0.00)
(-24.72, 0.72, 0.00)
(-24.56, 0.72, 0.00)
(-24.40, 0.72, 0.00)
(-24.24, 0.72, 0.00)
(-24.08, 0.72, 0.00)
(-25.20, -0.08, 0.00)
(-25.04, -0.08, 0.00)
(-24.88, -0.08, 0.00)
(-24.72, -0.08, 0.00)
(-24.56, -0.08, 0.00)
(-24.40, -0.08, 0.00)
(-24.24, -0.08, 0.00)
(-24.08, -0.08, 0.00)
(-26.00, -0.56, 0.00)
(-26.00, -0.40, 0.00)
(-26.00, -0.24, 0.00)
(-26.00, -0.08, 0.00)
(-26.00, 0.08, 0.00)
(-26.00, 0.24, 0.00)
(-26.00, 0.40, 0.00)
(-26.00, 0.56, 0.00)
(-25.20, -1.36, 0.00)
(-25.20, -1.20, 0.00)
(-25.20, -1.04, 0.00)
(-25.20, -0.88, 0.00)
(-25.20, -0.72, 0.00)
(-25.20, -0.56, 0.00)
(-25.20, -0.40, 0.00)
(-25.20, -0.24, 0.00)
(-21.20, 0.24, 0.00)
(-21.20, 0.56, 0.00)
(-21.20, 1.36, 0.00)
(-21.20, 1.68, 0.00)
(-21.04, -1.04, 0.00)
(-21.04, -0.88, 0.00)
(-21.04, -0.72, 0.00)
(-21.04, -0.56, 0.00)
(-21.04, 0.08, 0.00)
(-21.04, 0.24, 0.00)
(-21.04, 0.40, 0.00)
(-21.04, 0.56, 0.00)
(-21.04, 1.36, 0.00)
(-21.04, 1.52, 0.00)
(-21.04, 1.68, 0.00)
(-20.88, -1.04, 0.00)
(-20.88, -0.56, 0.00)
(-20.88, 0.40, 0.00)
(-20.88, 0.56, 0.00)
(-20.88, 1.52, 0.00)
(-20.88, 1.68, 0.00)
(-20.72, -0.88, 0.00)
(-20.72, -0.56, 0.00)
(-20.72, 0.08, 0.00)
(-20.72, 0.24, 0.00)
(-20.72, 0.56, 0.00)
(-20.72, 1.36, 0.00)
(-20.72, 1.68, 0.00)
(-20.56, -1.04, 0.00)
(-20.56, -0.56, 0.00)
(-20.56, 0.08, 0.00)
(-20.56, 0.56, 0.00)
(-20.56, 1.36, 0.00)
(-20.56, 1.68, 0.00)
(-20.40, -1.04, 0.00)
(-20.40, -0.88, 0.00)
(-20.40, -0.72, 0.00)
(-20.40, -0.56, 0.00)
(-20.40, 0.08, 0.00)
(-20.40, 0.24, 0.00)
(-20.40, 0.40, 0.00)
(-20.40, 0.56, 0.00)
(-20.40, 1.36, 0.00)
(-20.40, 1.52, 0.00)
(-20.40, 1.68, 0.00)
(-19.60, 1.52, 0.00)
(-19.60, 1.68, 0.00)
(-19.60, 1.84, 0.00)
(-19.60, 2.00, 0.00)
(-19.60, 2.16, 0.00)
(-19.44, 0.08, 0.00)
(-19.44, 0.24, 0.00)
(-19.44, 0.40, 0.00)
(-19.44, 0.56, 0.00)
(-19.44, 1.52, 0.00)
(-19.44, 2.16, 0.00)
(-19.28, 0.08, 0.00)
(-19.28, 0.56, 0.00)
(-19.28, 1.52, 0.00)
(-19.28, 2.16, 0.00)
(-19.12, 0.24, 0.00)
(-19.12, 0.56, 0.00)
(-19.12, 1.68, 0.00)
(-19.12, 2.16, 0.00)
(-18.96, 0.08, 0.00)
(-18.96, 0.24, 0.00)
(-18.96, 0.40, 0.00)
(-18.96, 0.56, 0.00)
(-18.96, 1.52, 0.00)
(-18.96, 2.16, 0.00)
(-18.80, 1.52, 0.00)
(-18.80, 1.68, 0.00)
(-18.80, 1.84, 0.00)
(-18.80, 2.00, 0.00)
(-18.80, 2.16, 0.00)
